ABIMTRITCANC(2)	ABIMTRITCANC(2)	0	1	0	0	0	0	10	help_abimtritcanc(2)	1		
ABIMTRITCANC(3)	ABIMTRITCANC(3)	0	1	0	0	0	0	10	help_abimtritcanc(3)	1		
ABIMTRITCANC(4)	ABIMTRITCANC(4)	0	1	0	0	0	0	10	help_abimtritcanc(4)	1		
ABIMTSBLOCCO(1)	ABIMTSBLOCCO(1)					0	0	40	help_abimtsblocco(1)	1		
ABIMTSBLOCCO(2)	ABIMTSBLOCCO(2)					0	0	40	help_abimtsblocco(2)	1		
ABIMTSBLOCCO(3)	ABIMTSBLOCCO(3)					0	0	40	help_abimtsblocco(3)	1		
ABIMTSBLOCCO(4)	ABIMTSBLOCCO(4)					0	0	40	help_abimtsblocco(4)	1		
ABIMTSBLOCCO(5)	ABIMTSBLOCCO(5)					0	0	40	help_abimtsblocco(5)	1		
ABIMTSBLOCCO(6)	ABIMTSBLOCCO(6)					0	0	40	help_abimtsblocco(6)	1		
ABIOATROBOT	ABIOATROBOT					0	0	10	help_abioatrobot	1		
ABIOGCAM	ABIOGCAM					0	1	60	help_abiogcam	1		
ABIONACQPF	ABIONACQPF	0	1	0	0	0	0	20	help_abionacqpf	1		
ABIONZC	ABIONZC	0	2	0	0	0	0	20	help_abionzc	1		
ABIONZS	ABIONZS	0	2	0	0	0	0	20	help_abionzs	1		
ABIOSAPAT	ABIOSAPAT			0.00	0.00	0	0	10	help_abiosapat	1		
ABIPCHCONALL	ABIPCHCONALL					0	0	10	help_abipchconall	1		
ABIPEDANA	ABIPEDANA	0	99	0	0	0	1	60	help_abipedana	1		
ABIPET	ABIPET					0	0	10	help_abipet	1		
ABIPIANIM	ABIPIANIM					0	1	60	help_abipianim	1		
ABIPREINIE	ABIPREINIE			0	0	0	0	10	help_abipreinie	1		
ABIPROFMT	ABIPROFMT					0	0	10	help_abiprofmt	1		
ABIPROFMT4(1)	ABIPROFMT4(1)			0.00	0.00	0	0	20	help_abiprofmt4(1)	1		
ABIPROFMT4(2)	ABIPROFMT4(2)			0.00	0.00	0	0	20	help_abiprofmt4(2)	1		
ABIPROFMT4(3)	ABIPROFMT4(3)			0.00	0.00	0	0	20	help_abiprofmt4(3)	1		
ABIPROFMT4(4)	ABIPROFMT4(4)			0.00	0.00	0	0	20	help_abiprofmt4(4)	1		
ABIPROFMT4(5)	ABIPROFMT4(5)			0.00	0.00	0	0	20	help_abiprofmt4(5)	1		
ABIPROFMT4(6)	ABIPROFMT4(6)			0.00	0.00	0	0	20	help_abiprofmt4(6)	1		
ABIPROFMT4(7)	ABIPROFMT4(7)			0.00	0.00	0	0	20	help_abiprofmt4(7)	1		
ABIPROFMT4(8)	ABIPROFMT4(8)			0.00	0.00	0	0	20	help_abiprofmt4(8)	1		
ABIPROTAPCH	ABIPROTAPCH			0	0	0	1	60	help_abiprotapch	1		
ABIPULMAT	ABIPULMAT					0	3	10	help_abipulmat	0		
ABIRESETC	ABIRESETC			0	0	0	1	60	help_abiresetc	1		
ABIRESETCA	ABIRESETCA	0	1	0	0	0	3	10	help_abiresetca	0		
ABIRITINP	ABIRITINP					0	0	10	help_abiritinp	1		
ABIROBOT	ABIROBOT					0	1	60	help_abirobot	1		
ABISCARTOINA	ABISCARTOINA					0	0	10	help_abiscartoina	1		
ABISCARTOINM	ABISCARTOINM			0	0	0	0	10	help_abiscartoinm	1		
ABISECCONFC	ABISECCONFC			0	0	0	1	20	help_abisecconfc	1		
ABISELPRESA1	ABISELPRESA1					0	3	10	help_abiselpresa1	1		
ABISELPRESA2	ABISELPRESA2					0	3	10	help_abiselpresa2	1		
ABISERRAANT	ABISERRAANT	0	1	0	0	0	2	40	help_abiserraant	1		
ABISERRAPOST	ABISERRAPOST	0	1	0	0	0	2	40	help_abiserrapost	1		
ABISETRDOLCE	ABISETRDOLCE	0	1	0	0	0	2	40	help_abisetrdolce	1		
ABISFCOL	ABISFCOL					0	1	60	help_abisfcol	1		
ABISLINDRIS	ABISLINDRIS					0	0	20	help_abislindris	1		
ABISMAC	ABISMAC					0	1	60	help_abismac	1		
ABISOFSROBOT(1)	ABISOFSROBOT(1)			0.00	0.00	0	0	10	help_abisofsrobot(1)	1		
ABISOFSROBOT(10)	ABISOFSROBOT(10)	0	99	0	0	0	0	10	help_abisofsrobot(10)	1		
ABISOFSROBOT(11)	ABISOFSROBOT(11)	0	99	0	0	0	0	10	help_abisofsrobot(11)	1		
ABISOFSROBOT(12)	ABISOFSROBOT(12)	0	99	0	0	0	0	10	help_abisofsrobot(12)	1		
ABISOFSROBOT(13)	ABISOFSROBOT(13)	0	99	0	0	0	0	10	help_abisofsrobot(13)	1		
ABISOFSROBOT(14)	ABISOFSROBOT(14)	0	99	0	0	0	0	10	help_abisofsrobot(14)	1		
ABISOFSROBOT(15)	ABISOFSROBOT(15)	0	99	0	0	0	0	10	help_abisofsrobot(15)	1		
ABISOFSROBOT(16)	ABISOFSROBOT(16)	0	99	0	0	0	0	10	help_abisofsrobot(16)	1		
ABISOFSROBOT(17)	ABISOFSROBOT(17)	0	99	0	0	0	0	10	help_abisofsrobot(17)	1		
ABISOFSROBOT(18)	ABISOFSROBOT(18)	0	99	0	0	0	0	10	help_abisofsrobot(18)	1		
ABISOFSROBOT(19)	ABISOFSROBOT(19)	0	99	0	0	0	0	10	help_abisofsrobot(19)	1		
ABISOFSROBOT(2)	ABISOFSROBOT(2)			0.00	0.00	0	0	10	help_abisofsrobot(2)	1		
ABISOFSROBOT(20)	ABISOFSROBOT(20)	0	99	0	0	0	0	10	help_abisofsrobot(20)	1		
ABISOFSROBOT(3)	ABISOFSROBOT(3)			0.00	0.00	0	0	10	help_abisofsrobot(3)	1		
ABISOFSROBOT(4)	ABISOFSROBOT(4)			0.00	0.00	0	0	10	help_abisofsrobot(4)	1		
ABISOFSROBOT(5)	ABISOFSROBOT(5)			0.00	0.00	0	0	10	help_abisofsrobot(5)	1		
ABISOFSROBOT(6)	ABISOFSROBOT(6)			0.00	0.00	0	0	10	help_abisofsrobot(6)	1		
ABISOFSROBOT(7)	ABISOFSROBOT(7)			0.00	0.00	0	0	10	help_abisofsrobot(7)	1		
ABISOFSROBOT(8)	ABISOFSROBOT(8)			0.00	0.00	0	0	10	help_abisofsrobot(8)	1		
ABISOFSROBOT(9)	ABISOFSROBOT(9)	0	99	0	0	0	0	10	help_abisofsrobot(9)	1		
ABISPEGNITOT	ABISPEGNITOT	0	1	0	0	0	0	20	help_abispegnitot	1		
ABISQAC(1)	ABISQAC(1)					0	0	10	help_abisqac(1)	1		
ABISQOF(1)	ABISQOF(1)	0	1	0	0	0	0	10	help_abisqof(1)	1		
ABISQOF(2)	ABISQOF(2)	0	1	0	0	0	0	10	help_abisqof(2)	1		
ABISQOF(3)	ABISQOF(3)			0	0	0	0	10	help_abisqof(3)	1		
ABISTRCICLO	ABISTRCICLO	0	1	0	0	0	0	20	help_abistrciclo	1		
ABITAVR	ABITAVR					0	1	60	help_abitavr	1		
ABITERMOTRA	ABITERMOTRA					0	1	60	help_abitermotra	1		
ABITEST	ABITEST	0	1	0	0	0	3	999	help_abitest	1		
ABITRAM	ABITRAM					0	1	60	help_abitram	1		
ACCELERAZIONEMASSIMACH	ACCELERAZIONEMASSIMACH	2000	10000	0	0	1	3	60	help_accelerazionemassimach	0		
ACCNPDOS	ACCNPDOS	{ FAMPRESSA.d()==1 ? 10 : 1 }	{ FAMPRESSA.d()==1 ? 30 : 35 }	0	0	0	0	20	help_accnpdos	1		
ACCP2P(1)	ACCP2P(1)	-50000	50000	0	0	0	3	1	help_accp2p(1)	0		
ACCP2P(3)	ACCP2P(3)	-50000	50000	0	0	0	3	1	help_accp2p(3)	0		
ACCPMART	ACCPMART	0	1	0.00	0.00	0	0	20	help_accpmart	1		
ACCPRSMART(1)	ACCPRSMART(1)	5	5000	0	0	0	0	10	help_accprsmart(1)	1		
ACCPRSMART(2)	ACCPRSMART(2)	5	5000	0	0	0	0	10	help_accprsmart(2)	1		
ACCPRSMART(3)	ACCPRSMART(3)	5	5000	0	0	0	0	10	help_accprsmart(3)	1		
ACCPRSMART(4)	ACCPRSMART(4)	5	5000	0	0	0	0	10	help_accprsmart(4)	1		
ACCPRSMART(5)	ACCPRSMART(5)	5	5000	0	0	0	0	10	help_accprsmart(5)	1		
ACCPRSMART(6)	ACCPRSMART(6)	5	5000	0	0	0	0	10	help_accprsmart(6)	1		
ACCPRSMART(7)	ACCPRSMART(7)	5	5000	0	0	0	0	10	help_accprsmart(7)	1		
ACCPRSMART(8)	ACCPRSMART(8)	5	5000	0	0	0	0	10	help_accprsmart(8)	1		
ACCSIESTR	ACCSIESTR	100	50000	0	0	0	0	10	help_accsiestr	1		
ACCSTAP(1)	ACCSTAP(1)	500	10000	0	0	0	1	20	help_accstap(1)	1		
ACCSTAP(2)	ACCSTAP(2)	500	10000	0	0	0	1	20	help_accstap(2)	1		
ACCSTAP(3)	ACCSTAP(3)	500	10000	0	0	0	1	20	help_accstap(3)	1		
ACCSTAP(4)	ACCSTAP(4)	500	10000	0	0	0	1	20	help_accstap(4)	1		
ACCSTCH(1)	ACCSTCH(1)	500	10000	0	0	0	1	20	help_accstch(1)	1		
ACCSTCH(2)	ACCSTCH(2)	500	10000	0	0	0	1	20	help_accstch(2)	1		
ACCSTCH(3)	ACCSTCH(3)	500	10000	0	0	0	1	20	help_accstch(3)	1		
ACCSTCH(4)	ACCSTCH(4)	500	10000	0	0	0	1	20	help_accstch(4)	1		
ACCVELMART(1)	ACCVELMART(1)	-5000	5000	0	0	0	0	10	help_accvelmart(1)	1		
ACCVELMART(2)	ACCVELMART(2)	-5000	5000	0	0	0	0	10	help_accvelmart(2)	1		
ACCVELMART(3)	ACCVELMART(3)	-5000	5000	0	0	0	0	10	help_accvelmart(3)	1		
ACCVELMART(4)	ACCVELMART(4)	-5000	5000	0	0	0	0	10	help_accvelmart(4)	1		
ACCVELMART(5)	ACCVELMART(5)	-5000	5000	0	0	0	0	10	help_accvelmart(5)	1		
ACCVELMART(6)	ACCVELMART(6)	-5000	5000	0	0	0	0	10	help_accvelmart(6)	1		
ACCVELMART(7)	ACCVELMART(7)	-5000	5000	0	0	0	0	10	help_accvelmart(7)	1		
ACCVELMART(8)	ACCVELMART(8)	-5000	5000	0	0	0	0	10	help_accvelmart(8)	1		
ACIP2P(1)	ACIP2P(1)	-50000	50000	0	0	0	3	1	help_acip2p(1)	0		
ACIP2P(3)	ACIP2P(3)	-50000	50000	0	0	0	3	1	help_acip2p(3)	0		
ACRP2P(1)	ACRP2P(1)	-50000	50000	0	0	0	3	1	help_acrp2p(1)	0		
ACRP2P(2)	ACRP2P(2)	-50000	50000	0	0	0	3	1	help_acrp2p(2)	0		
ACRP2P(3)	ACRP2P(3)	-50000	50000	0	0	0	3	1	help_acrp2p(3)	0		
ADDRFLUX00	ADDRFLUX00	0	6448	0	0	0	1	60	help_addrflux00	1		
ADDRIFINIEZ	ADDRIFINIEZ	0	6448	0	0	0	1	60	help_addrifiniez	1		
ADDRIPSLITTA	ADDRIPSLITTA	0	6448	0	0	0	1	60	help_addripslitta	1		
ADDRTRASDNS	ADDRTRASDNS	0	6448	0	0	0	1	60	help_addrtrasdns	1		
ADDRUIP	ADDRUIP	0	6448	0	0	0	1	60	help_addruip	1		
ADDRUP2MT	ADDRUP2MT	0	6448	0	0	0	1	60	help_addrup2mt	1		
ADDRUPSLITTA	ADDRUPSLITTA	0	6448	0	0	0	1	60	help_addrupslitta	1		
ADDRUVR	ADDRUVR	0	6448	0	0	0	1	60	help_addruvr	1		
ADDRUVSLITTA	ADDRUVSLITTA	0	6448	0	0	0	1	60	help_addruvslitta	1		
ALLARME		0	8	0	0	0	3	1	help_	0		
ALLARMIDISISTEMA	ALLARMIDISISTEMA					1	1	60	help_allarmidisistema	1		
ANI17(0102)	ANI17(0102)			0.0000	0.0000	0	3	0	help_ani17(0102)	0		
ANI17(3304)	ANI17(3304)			0.0000	0.0000	0	3	0	help_ani17(3304)	0		
AOFMOTSQOF(1)	AOFMOTSQOF(1)	0	500	0	0	0	0	10	help_aofmotsqof(1)	1		
AOFMOTSQOF(2)	AOFMOTSQOF(2)	0	500	0	0	0	0	10	help_aofmotsqof(2)	1		
AOFMOTSQOF(3)	AOFMOTSQOF(3)	0	500	0	0	0	0	10	help_aofmotsqof(3)	1		
APEPCCPC(8)	APEPCCPC(8)	0	100	0	0	0	0	10	help_apepccpc(8)	1		
APESCCPC(8)	APESCCPC(8)	0	9999	0	0	0	0	10	help_apesccpc(8)	1		
APFASESICST(1)	APFASESICST(1)	0	9999	0	0	0	3	10	help_apfasesicst(1)	0		
APUGMSLIND	APUGMSLIND					0	0	10	help_apugmslind	1		
ARIINIEZ	ARIINIEZ	100	5000+10000*((#TIPOINIEZ=1)+(#TIPOINIEZ=2)+(#TIPOINIEZ=3))-4300*((#TIPOINIEZ=4)+(#TIPOINIEZ=5)+(#TIPOINIEZ=6))+800*(#GRUPPOINIEZIONE_1=220370)	0	0	0	0	20	help_ariiniez	1		
ASPURSQOF(1)	ASPURSQOF(1)	0	500	0	0	0	0	10	help_aspursqof(1)	1		
ASPURSQOF(2)	ASPURSQOF(2)	0	500	0	0	0	0	10	help_aspursqof(2)	1		
ASPURSQOF(3)	ASPURSQOF(3)	0	500	0	0	0	0	10	help_aspursqof(3)	1		
ASSEDARIFASA	ASSEDARIFASA	0	16	0	0	0	3	70	help_assedarifasa	0		
ATRAMSQOF(1)	ATRAMSQOF(1)	0	500	0	0	0	0	10	help_atramsqof(1)	1		
ATRAMSQOF(2)	ATRAMSQOF(2)	0	500	0	0	0	0	10	help_atramsqof(2)	1		
ATRAMSQOF(3)	ATRAMSQOF(3)	0	500	0	0	0	0	10	help_atramsqof(3)	1		
AVFASESICST(1)	AVFASESICST(1)	#FASESICST(1)*10	#EMCCPCM(8)*10	0	0	0	0	10	help_avfasesicst(1)	1		
AVFASESICST(2)	AVFASESICST(2)	#FASESICST(2)*10	#EMCCPCM(8)*10	0	0	0	0	10	help_avfasesicst(2)	1		
AVFASESICST(3)	AVFASESICST(3)	#FASESICST(3)*10	#EMCCPCM(8)*10	0	0	0	0	10	help_avfasesicst(3)	1		
AVVDOSQ	AVVDOSQ	0	#QUOTANPDOS	0.00	0	0	0	10	help_avvdosq	1		
AVVENABLE	AVVENABLE			0	0	0	0	20	help_avvenable	1		
AVVMANTPRE	AVVMANTPRE	0	$MAXPREMANT	0	0	0	0	10	help_avvmantpre	1		
AVVMANTQ	AVVMANTQ	0	#QUOTANPDOS	0.00	0	0	0	10	help_avvmantq	1		
AVVNCESTR	AVVNCESTR	0	9	0	0	0	0	10	help_avvncestr	1		
AVVNCICLI	AVVNCICLI	0	99	0	0	0	0	10	help_avvncicli	1		
AVVRIEMPPRE	AVVRIEMPPRE	0	$PRESNPINIEZ	0	0	0	0	10	help_avvriemppre	1		
AVVRIEMPVEL	AVVRIEMPVEL	0	abs(#RPIP2P(1)/60)	0	0	0	0	10	help_avvriempvel	1		
AVVRITEST	AVVRITEST	0	999.99	0.00	0.00	0	0	10	help_avvritest	1		
AVVTFERMO	AVVTFERMO	0	999.99	0.00	0.00	0	0	10	help_avvtfermo	1		
AVVTRAFF	AVVTRAFF	0	300	0.00	0.00	0	0	10	help_avvtraff	1		
AVVVTFERMO	AVVVTFERMO	0	999.99	0.00	0.00	0	3	10	help_avvvtfermo	0		
A_CARRO	A_CARRO			0	0	0	3	60	help_a_carro	1		
A_CARRO1	A_CARRO1			0	0	0	3	60	help_a_carro1	1		
A_ESTR	A_ESTR			0.00	0.00	0	3	60	help_a_estr	1		
A_INIEZ	A_INIEZ			0.00	0.00	0	3	60	help_a_iniez	1		
A_PLAST	A_PLAST			0.00	0.00	0	3	60	help_a_plast	1		
A_STAMPO	A_STAMPO					0	3	60	help_a_stampo	1		
A_STAMPO1	A_STAMPO1					0	3	60	help_a_stampo1	1		
CAMPFPASMANT	CAMPFPASMANT	0	0	0.00	0	3	0	1	help_campfpasmant	1		
CAMPLFMANT	CAMPLFMANT	0.00	999.99	0.00	0.00	3	0	1	help_camplfmant	1		
CAMPTCYC	CAMPTCYC	0.00	999.99	0.00	0.00	3	0	1	help_camptcyc	1		
CAMPTRIEMP	CAMPTRIEMP	0.00	999.99	0.00	0.00	3	0	1	help_camptriemp	1		
CAMSTANDBY	CAMSTANDBY	0.0	230.0	0	0	0	0	10	help_camstandby	1		
CANCSINO	CANCSINO			0.00	0.00	0	1	60	help_cancsino	1		
CENTRALINA_STAMPI	CENTRALINA_STAMPI			0.0	0.0	1	1	60	help_centralina_stampi	1		
CFGC2T	CFGC2T					0	1	60	help_cfgc2t	1		
CICLOTAVR	CICLOTAVR					0	0	40	help_ciclotavr	1		
CLIENTE	CLIENTE	0	0	0	0	1	1	10	help_cliente	1		
CNTCCUCMP	CNTCCUCMP	0	99	0	0	0	1	70	help_cntccucmp	1		
CNTCRESETC	CNTCRESETC	0	99	0	0	0	1	70	help_cntcresetc	1		
CNTPEZZIOK	CNTPEZZIOK	0	9999999	0	0	0	0	1	help_cntpezziok	1		
CODICE	CODICE	0	0	0	0	1	0	10	help_codice	1		
COLORE	COLORE	0	0	0	0	1	0	10	help_colore	1		
COMBOREGOLAZIONEGENSTAMPO(1)	COMBOREGOLAZIONEGENSTAMPO(1)	0	255	0	0	1	3	0	help_comboregolazionegenstampo(1)	0		
COMBOREGOLAZIONEGENSTAMPO(14)	COMBOREGOLAZIONEGENSTAMPO(14)	0	255	0	0	1	3	0	help_comboregolazionegenstampo(14)	0		
